name,graduationRate,tuitionFees1314,publicprivate,enrollmentTotal,studentFactultyRatio,percentFTFirstTimeUGAnyAid,percentFTFirstTimeUGAnyGrantAid,avgAmountFTFirstTimeUGGrantAid,percentFTFirstTimeUGFederalGrantAid,avgAmountFTFirstTimeUGFederal,percentFTFirstTimeUGPell,avgAmountFTFirstTimeUGPell,percentFTFirstTimeUGOtherFederal,avgAmountFTFirstTimeUGOtherFederal,percentFTFirstTimeUGStateGrant,avgAmountFTFirstTimeUGStateGrant,percentFTFirstTimeUGInstitutionGrant,avgAmountFTFirstTimeUGInstitutionGrant,percentFTFirstTimeUGLoanAid,avgAmountFTFirstTimeUGLoanAid,percentFTFirstTimeUGFederalLoan,avgAmountFTFirstTimeUGFederalLoan,percentFTFirstTimeUGOtherLoan,avgAmountFTFirstTimeUGOtherLoan,avgNetPriceScholGrantAid1213,avgNetPriceUnder30KTitleIV1213,avgNetPrice30Kto48KTitleIV1213,avgNetPrice48Kto75KTitleIV1213,avgNetPrice75Kto110KTitleIV1213,avgNetPriceOver110KTitleIV1213
University of Phoenix-Cleveland Campus,23,12400,Private for-profit,385,10,95,90,5926,90,5706,90,5511,35,500,75,123,15,706,95,9038,95,9038,0,,19668,23102,20019,19364,,23383
East West College of Natural Medicine,,,Private for-profit,125,7,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Atlantic Institute of Oriental Medicine,,,Private not-for-profit,142,7,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Crossroads Bible College,72,12350,Private not-for-profit,257,15,93,86,3914,86,3320,86,3225,71,114,43,1187,0,,93,5780,93,5780,0,,15136,14877,15860,14750,,17648
King's University,10,11475,Private not-for-profit,598,6,60,20,4580,11,3948,11,3700,11,248,0,,20,2324,40,4736,40,4736,0,,17212,17810,19304,19229,19304,16556
New York College of Traditional Chinese Medicine,,,Private not-for-profit,150,8,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Northeastern Seminary,,,Private not-for-profit,170,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Pacific Islands University,94,7630,Private not-for-profit,79,11,95,95,4234,95,2746,95,2746,0,,5,1500,95,1413,0,,0,,0,,15222,8291,0,,,13586
Seattle Institute of Oriental Medicine,,,Private for-profit,50,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Acupuncture and Massage College,38,10425,Private for-profit,173,13,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Keck Graduate Institute,,,Private not-for-profit,169,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Westwood College-River Oaks,56,14664,Private for-profit,321,15,100,90,3704,90,3600,90,3161,24,1629,0,,10,900,97,11611,97,9272,93,2426,24727,22586,27858,,,22149
The Art Institute of Washington,25,17596,Private for-profit,1499,17,91,79,5297,66,4234,65,3960,17,1214,0,3863,67,2025,83,7913,83,7710,2,8995,24556,31012,24178,27255,29106,29800
New Saint Andrews College,63,11200,Private not-for-profit,178,15,75,73,3500,0,,0,,0,,73,2375,36,2250,0,,0,,0,,10975,12017,0,,,0
Marlboro College-Graduate School,,,Private not-for-profit,114,5,,,,,,,,,,,,,,,,,,,,0,,0,,,0
University of Phoenix-Boston Campus,7,10240,Private for-profit,210,7,50,50,2850,50,2850,50,2850,0,,0,,0,,50,9500,50,9500,0,,20584,23384,18434,,,23984
University of Phoenix-Dallas Campus,22,11304,Private for-profit,1499,24,88,84,5071,78,5285,78,5253,5,500,1,60,23,597,85,8776,85,8664,1,9500,19215,22001,18894,22124,23176,22326
University of Phoenix-Houston Campus,17,11320,Private for-profit,1841,17,93,88,5263,84,5291,84,5234,10,500,0,,25,717,92,8790,92,8790,0,,18897,22352,20900,21128,23191,22289
University of Phoenix-Milwaukee Campus,19,11320,Private for-profit,268,7,96,88,4762,75,5261,75,5238,4,500,0,,25,846,93,7641,93,7641,0,,19495,22231,20232,,24282,22182
University of Phoenix-Idaho Campus,23,10840,Private for-profit,307,9,70,70,4815,60,5254,60,5088,20,500,0,,40,545,60,8750,60,8750,0,,19219,21773,21083,,,22155
Westwood College-Inland Empire,33,15134,Private for-profit,979,22,100,93,6368,92,5362,92,4487,48,1667,0,,35,2944,94,14327,94,11363,76,3669,22089,19127,21816,,,20795
National American University-Ellsworth AFB Extension,0,6447,Private for-profit,292,19,100,100,2250,100,2250,0,,100,2250,0,,0,,0,,0,,0,,15786,,0,,,0
Pillar College,33,17204,Private not-for-profit,418,15,75,75,11518,65,5226,65,5122,65,105,65,6283,75,1484,42,6822,42,6822,0,,15094,11570,13551,15673,,8028
Oregon State University-Cascades Campus,,,Public,934,23,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Southern University Law Center,,,Public,691,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
International Academy of Design and Technology-Orlando,27,15300,Private for-profit,348,15,92,92,5474,77,5670,77,5230,31,1100,0,,15,4492,92,9083,92,9083,0,,15174,18556,14298,,15058,17564
Richmont Graduate University,,,Private not-for-profit,279,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
The Seattle School of Theology & Psychology,,,Private not-for-profit,284,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
San Diego State University-Imperial Valley Campus,66,5706,Public,883,16,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Irell & Manella Graduate School of Biological Sciences at City of Hope,,,Private not-for-profit,82,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
University of the Rockies,,,Private for-profit,1797,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
National Graduate School of Quality Management,,,Private not-for-profit,142,5,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Apex School of Theology,80,4900,Private not-for-profit,767,19,92,70,1475,70,1350,70,1350,0,,0,,9,1000,70,11969,70,11969,0,,9230,8718,9739,,,8718
Yeshiva Shaarei Torah of Rockland,,9850,Private not-for-profit,116,8,100,100,10865,100,5740,100,5550,100,190,100,5000,100,125,0,,0,,0,,20685,19675,0,,,0
Universidad Pentecostal Mizpa,14,3640,Private not-for-profit,412,13,100,100,5033,100,5033,100,5033,0,,0,,0,,0,,0,,0,,5900,5278,7966,,,5315
Nevada State College,14,4482,Public,3377,19,89,82,5301,52,3968,52,3935,3,675,59,2834,24,2568,36,5132,35,5134,1,5000,11611,9252,10765,13625,15139,15974
California State University-Channel Islands,52,6471,Public,5140,20,70,54,9757,45,4637,45,4624,2,293,38,2557,41,5317,49,5965,48,5519,2,11687,12820,10665,11875,17482,21469,22515
The Art Institute of California-Argosy University Orange County,36,18748,Private for-profit,1761,19,94,85,7343,70,4650,70,4350,35,605,23,4286,62,3275,86,8529,86,8147,3,10161,24760,20882,24308,27255,27603,19995
Franklin W Olin College of Engineering,99,45156,Private not-for-profit,355,8,100,100,28328,9,5661,9,4257,5,2456,0,,100,27838,33,4533,33,3977,1,15000,30947,28880,7551,13762,20828,4370
Won Institute of Graduate Studies,,,Private not-for-profit,86,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
University of Phoenix-Kansas City Campus,19,11320,Private for-profit,567,12,94,91,5473,91,5373,91,5292,15,500,0,,21,447,94,8267,94,8267,0,,19041,22228,20041,24514,,21996
University of Phoenix-Atlanta Campus,16,10234,Private for-profit,1510,18,96,93,5232,91,5221,91,5197,4,500,0,,25,502,94,8302,94,8302,0,,17518,20837,18109,17828,22215,20795
University of Phoenix-Chicago Campus,13,11320,Private for-profit,882,11,91,89,5378,87,5327,87,5147,31,500,0,,28,516,91,8081,91,8081,0,,19002,21867,20062,19976,,21878
University of Phoenix-Nashville Campus,16,10222,Private for-profit,1436,15,86,84,5130,78,5283,78,5158,20,500,0,,28,554,85,7454,85,7454,0,,18150,20926,18792,21080,22734,21182
University of Phoenix-Northern Virginia Campus,20,10240,Private for-profit,865,14,78,65,2748,39,4183,39,4183,0,,0,,26,596,74,8124,74,8124,0,,19806,21327,20841,21136,22015,21789
Argosy University-Dallas,,13663,Private for-profit,495,9,100,80,4093,80,3481,80,3106,60,500,0,,20,2448,100,8550,100,8550,0,,20272,23620,22727,,,23620
Ave Maria School of Law,,,Private not-for-profit,319,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Antioch University-PhD Program in Leadership and Change,,,Private not-for-profit,152,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Grantham University,,6530,Private for-profit,11188,15,100,100,3472,66,4285,66,4285,0,,0,,100,625,68,7963,68,7963,0,,11773,11465,11648,12678,14219,0
University of the Potomac-VA Campus,,13434,Private for-profit,35,12,40,40,3238,40,3238,40,3113,20,250,0,,0,,40,3712,40,3712,0,,14562,,0,,,0
Edward Via College of Osteopathic Medicine,,,Private not-for-profit,1278,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Ottawa University-Jeffersonville,,,Private not-for-profit,114,8,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Birthingway College of Midwifery,,,Private not-for-profit,82,6,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Faith Evangelical College & Seminary,83,7560,Private not-for-profit,318,15,100,57,4243,57,3358,57,3358,0,,43,757,29,635,100,6027,100,6027,0,,19352,18445,0,,,18445
Family of Faith College,100,5970,Private not-for-profit,39,7,100,100,5770,100,5770,100,5100,100,670,0,,0,,100,5446,100,5446,0,,16025,663,0,16025,,1978
Hood Theological Seminary,,,Private not-for-profit,181,1,,,,,,,,,,,,,,,,,,,,0,,0,,,0
International Technological University,,,Private not-for-profit,1342,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
West Coast University-Los Angeles,,32525,Private for-profit,1435,22,92,25,5950,25,5950,25,5550,25,400,0,,0,,92,10872,92,9054,8,19995,37246,29924,0,41318,41318,31224
Williamson Christian College,0,9710,Private not-for-profit,72,7,75,75,4617,25,5650,25,5550,25,100,0,,75,2734,50,3663,50,3663,0,,14212,24549,14011,,17737,24621
DigiPen Institute of Technology,54,26720,Private for-profit,1000,18,73,36,7050,28,3897,28,3897,0,,6,6168,14,7165,69,7803,69,5606,17,9033,30888,28008,33405,36260,37083,29796
University of Phoenix-Cincinnati Campus,0,,Private for-profit,119,5,96,96,5231,88,5548,88,5381,29,500,54,111,21,475,88,8569,88,8569,0,,0,,0,,,0
University of Phoenix-Wichita Campus,11,,Private for-profit,67,4,100,100,4946,95,5140,95,5113,5,500,0,,11,729,95,8894,95,8894,0,,0,,0,,,0
University of Phoenix-Charlotte Campus,15,10240,Private for-profit,933,18,93,93,5459,91,5436,91,5331,19,500,0,,25,516,91,8178,91,8178,0,,17975,21722,18077,22681,,21675
University of Phoenix-Indianapolis Campus,9,10828,Private for-profit,372,6,99,91,5361,88,5450,88,5365,15,500,0,,12,550,96,8160,96,8160,0,,18305,22062,19536,23692,23692,22081
Westwood College-Chicago Loop,35,15122,Private for-profit,417,17,97,91,4386,91,4219,91,3619,38,1431,0,,12,1300,97,10701,97,8177,88,2777,24641,21048,0,,,20556
Bexley Hall Episcopal Seminary,,,Private not-for-profit,15,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Strayer University-Tennessee,0,15495,Private for-profit,1973,17,100,100,2838,100,2838,100,2838,0,,0,,0,,0,,0,,0,,29716,27733,0,,,26527
Strayer University-Pennsylvania,25,15495,Private for-profit,2329,17,75,50,6602,25,3681,25,3681,0,,0,,38,6349,25,7839,25,7839,0,,25952,28115,0,32554,,27290
University of Phoenix-Columbus Georgia Campus,18,10840,Private for-profit,889,21,95,92,5521,89,5490,89,5390,18,500,0,,29,707,94,8236,94,8236,0,,18399,21617,21039,,,21574
University of Phoenix-Memphis Campus,17,10840,Private for-profit,1249,18,97,97,5585,96,5401,96,5330,14,500,0,,40,555,96,8823,96,8823,0,,18244,21700,18442,,,21824
University of Phoenix-Columbus Ohio Campus,21,,Private for-profit,61,4,89,78,6805,67,5692,67,5442,33,500,33,100,33,4395,78,9500,78,9500,0,,0,,0,,,0
University of Phoenix-Little Rock Campus,16,10240,Private for-profit,611,11,98,98,5386,95,5359,95,5274,16,500,0,,32,617,98,8449,98,8449,0,,17945,21069,22831,,,20998
National University College-Rio Grande,22,6495,Private for-profit,1869,29,97,96,4964,96,4771,96,4659,41,263,45,461,0,,33,3128,33,3128,0,,9120,11396,9592,11847,,11358
Byzantine Catholic Seminary of Saints Cyril and Methodius,,,Private not-for-profit,11,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Northcentral University,,,Private for-profit,10928,3,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Colorado Technical University-Online,20,10531,Private for-profit,20826,29,94,83,5199,80,5234,77,5155,17,1336,0,,9,1255,77,9296,77,9253,1,7696,16852,22619,17012,19068,21646,22460
Baptist University of the Americas,29,7200,Private not-for-profit,189,9,95,90,4306,62,5308,62,5177,24,340,0,,62,985,0,,0,,0,,10236,9682,8879,11442,,7726
Beis Medrash Heichal Dovid,10,8000,Private not-for-profit,113,19,35,35,5354,19,4339,19,3894,8,1000,15,3133,17,3754,0,,0,,0,,10646,10777,8552,11110,7000,9084
Institute of Clinical Acupuncture & Oriental Med,,,Private for-profit,53,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Jones International University,20,12720,Private for-profit,2782,41,84,78,5121,78,5121,78,5090,3,842,0,,0,,83,9087,83,9087,0,,15455,14676,17008,17677,20576,14787
New Life Theological Seminary,40,8380,Private not-for-profit,163,7,100,100,2608,100,1983,75,2544,75,100,0,,25,2500,100,3363,100,3363,0,,22077,20453,21997,,,18103
The Art Institute of Tucson,0,17416,Private for-profit,426,16,98,91,5118,75,4400,75,4166,8,2246,0,,67,1992,91,8440,91,8157,3,8199,24697,27598,25723,28385,29177,26257
Flagler College-Tallahassee,,,Private not-for-profit,478,18,,,,,,,,,,,,,,,,,,,,0,,0,,,0
American InterContinental University-Online,31,13345,Private for-profit,11619,40,94,88,5333,84,5366,84,5206,7,1794,0,9811,14,1100,83,9416,83,9394,0,5797,17193,20438,17371,18794,21847,20179
Westwood College-Atlanta Midtown,24,14669,Private for-profit,448,18,100,84,5198,82,5094,82,4294,41,1600,0,,14,1371,84,16011,84,11953,84,4058,23107,19811,23631,,,21484
International Academy of Design and Technology-Troy,22,15247,Private for-profit,351,12,100,78,4357,78,4221,78,4221,0,,0,,6,1893,94,8618,94,8618,0,,17016,18261,16507,19729,20796,17599
American InterContinental University-Houston,28,14675,Private for-profit,521,19,84,68,5404,65,5423,65,5173,19,857,0,,14,988,70,8808,70,8808,0,,19542,22992,20374,17749,24724,22676
University of California-Merced,57,13160,Public,6195,20,90,85,19877,63,4767,63,4695,2,3783,62,10928,73,9886,55,4554,55,4474,0,9367,11649,8670,9512,12710,19368,27522
Central Methodist University-College of Graduate and Extended Studies,,,Private not-for-profit,4555,25,,,,,,,,,,,,,,,,,,,,0,,0,,,0
University of Phoenix-Jersey City Campus,7,10224,Private for-profit,455,9,84,80,4876,71,5288,71,5226,9,500,0,,27,525,82,8031,82,8031,0,,17874,20723,19098,20552,,20907
University of Phoenix-Minneapolis St Paul Campus,11,12400,Private for-profit,180,6,95,89,5572,84,5234,84,5172,11,500,16,2551,21,829,95,8338,95,8338,0,,20022,22278,23044,22412,,21998
University of Phoenix-Louisville Campus,13,10240,Private for-profit,216,7,100,100,5163,94,5050,94,4925,24,500,6,2500,41,638,100,8492,100,8492,0,,18271,20886,0,19365,,21317
Neumont University,54,23100,Private for-profit,420,23,97,92,5914,51,4291,51,4056,22,554,0,,91,3575,88,14201,88,7459,35,16918,31509,31725,0,,,31462
University of Phoenix-Central Valley Campus,19,11309,Private for-profit,2725,20,89,87,5334,79,5496,79,5298,31,500,0,,25,1261,84,8344,84,8344,0,,19059,22837,19360,19893,23430,22916
Roseman University of Health Sciences,,,Private not-for-profit,1343,6,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Institute for the Psychological Sciences,,,Private not-for-profit,80,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
American Academy of Acupuncture and Oriental Medicine,,,Private for-profit,65,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Arizona School of Acupuncture and Oriental Medicine,,,Private for-profit,42,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Ave Maria University,59,23000,Private not-for-profit,988,16,100,100,16081,31,4557,31,4486,4,611,37,3290,100,13477,58,7005,58,6226,5,8864,18632,16051,15829,17445,19444,11776
Ecclesia College,20,15140,Private not-for-profit,178,9,100,100,7026,56,3585,56,3466,10,656,28,3045,100,4145,67,4680,67,4680,0,,18760,17342,17166,18264,18858,21208
Maple Springs Baptist Bible College and Seminary,0,4590,Private not-for-profit,105,3,100,100,5700,100,5450,100,4700,100,750,0,,100,250,0,,0,,0,,14125,,0,14125,,0
Uta Mesivta of Kiryas Joel,66,9000,Private not-for-profit,1561,12,91,91,10038,85,5505,85,5415,26,300,81,4626,78,928,0,,0,,0,,5756,7731,10253,11502,13494,7480
Harrisburg University of Science and Technology,38,23900,Private not-for-profit,344,12,98,97,13474,63,4127,63,4044,3,1750,49,3687,97,8928,87,7727,87,6068,14,10694,22643,13241,20643,23714,25523,11880
University of Phoenix-Cheyenne Campus,,,Private for-profit,,,100,100,5062,88,5579,88,5400,13,1250,0,,25,724,100,7505,100,7505,0,,0,,0,,,0
University of Phoenix-Springfield  Campus,11,,Private for-profit,58,4,92,88,5791,88,5648,88,5529,21,500,0,,17,754,92,7366,92,7366,0,,0,,0,,,0
University of Phoenix-Des Moines Campus,,10240,Private for-profit,61,3,80,60,5883,60,5717,60,5550,20,500,0,,20,500,80,6193,80,6193,0,,17551,21619,0,,23434,22884
University of Phoenix-San Antonio Campus,18,11248,Private for-profit,1048,14,93,89,4373,74,4858,74,4833,4,500,0,,26,1116,89,8813,89,8813,0,,20141,22546,21314,24157,,22641
University of Phoenix-Austin Campus,10,11177,Private for-profit,756,17,92,82,5365,82,5129,82,5066,10,500,0,,36,539,92,8357,92,8357,0,,19149,22593,21314,,24514,22209
University of Phoenix-Richmond-Virginia Beach Campus,0,10222,Private for-profit,706,12,86,86,5269,83,5291,83,5239,9,500,0,,23,580,83,9103,83,9103,0,,18165,20678,19081,19486,,20661
University of Phoenix-Raleigh Campus,13,10205,Private for-profit,166,6,89,83,4562,72,4950,72,4873,11,500,0,,39,582,83,8078,83,8078,0,,18872,21762,23434,,21260,21762
International Academy of Design and Technology-Henderson,18,15000,Private for-profit,447,16,98,87,5011,72,5233,72,5076,11,1040,0,,20,3083,96,8273,96,8273,0,,15258,22769,15413,16776,15909,22358
International Academy of Design and Technology-Seattle,24,15150,Private for-profit,384,19,100,93,5234,64,6306,64,5550,43,1133,0,,36,2258,93,10135,93,8923,7,15761,17238,23356,0,19079,22472,22723
Union Graduate College,,,Private not-for-profit,410,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
United States University,,8060,Private for-profit,282,7,36,25,3739,25,3739,25,3739,0,,0,,0,,36,8090,36,8090,0,,15372,,18428,18403,,0
Westwood College-Arlington Ballston,41,14645,Private for-profit,371,18,100,81,4780,81,4442,81,4010,23,1550,0,,9,2902,87,15956,87,11804,87,4153,26097,23352,25583,30640,,23077
Argosy University-Los Angeles,,13663,Private for-profit,620,17,94,83,4643,72,4261,72,4184,11,500,6,9222,17,1673,67,8663,67,7996,6,8000,20773,20686,20906,25416,,21761
Expression College for Digital Arts,45,23747,Private for-profit,574,12,81,59,6177,35,5262,35,4954,24,444,0,,43,4219,76,9521,76,6609,19,11646,24629,24157,22839,25956,27614,25481
University of Phoenix-Savannah Campus,12,10809,Private for-profit,391,11,88,84,5445,80,5411,80,5411,0,,0,,36,680,84,8625,84,8625,0,,18296,21628,23037,,,21847
University of Phoenix-Northern Nevada Campus,10,11320,Private for-profit,158,6,100,100,5717,100,5717,100,5550,33,500,0,,0,,100,6933,100,6933,0,,17770,22245,0,,,22360
Georgia Gwinnett College,27,5246,Public,9719,19,83,72,4589,59,4487,59,4480,1,453,26,2355,2,2851,46,6004,46,5871,1,5762,11715,10945,11734,14021,15560,15352
Phoenix Institute of Herbal Medicine & Acupuncture,,,Private for-profit,124,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
University of East-West Medicine,,,Private for-profit,177,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
SUM Bible College and Theological Seminary,60,7946,Private not-for-profit,367,12,98,73,7470,73,4732,73,4732,0,,5,6895,73,2300,88,7116,88,7116,0,,20211,18361,24004,24474,26941,15842
Careers Unlimited,100,,Private for-profit,176,16,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Doane College-Lincoln Grand Island and Master,0,9065,Private not-for-profit,1653,14,50,50,5550,50,5550,50,5550,0,,0,,0,,50,2800,50,2800,0,,7366,,7366,,,0
Shorter University-College of Adult & Professional Programs,55,8160,Private not-for-profit,1118,28,100,100,4244,67,5550,67,5550,0,,100,544,0,,100,8438,100,8438,0,,27016,26100,26860,,30910,8629
University of Phoenix-Omaha Campus,0,10240,Private for-profit,34,4,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0
University of Phoenix-Northwest Arkansas Campus,16,10213,Private for-profit,424,,93,87,5028,83,5103,83,4983,20,500,0,,27,393,90,7483,90,7483,0,,18160,21502,18081,21335,,21624
University of Phoenix-Madison Campus,20,,Private for-profit,54,4,100,89,5164,89,5119,89,5056,11,500,0,,6,721,100,7985,100,7985,0,,0,,0,,,0
University of Phoenix-Columbia Campus,13,10231,Private for-profit,784,16,94,91,5379,87,5497,87,5410,15,500,0,,27,518,91,8689,91,8689,0,,18055,21290,19614,20934,23434,21368
Westwood College-Annandale,55,14704,Private for-profit,348,21,100,73,5569,73,5250,73,4569,30,1667,0,,7,3500,83,15395,83,11985,63,4487,26894,23137,28766,,,23165
International Institute for Restorative Practices,,,Private not-for-profit,30,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Argosy University-Denver,,13663,Private for-profit,398,7,50,50,6550,50,6550,50,5550,50,1000,0,,0,,50,9500,50,9500,0,,17815,,17815,,,21590
The Robert B Miller College,,,Private not-for-profit,328,10,,,,,,,,,,,,,,,,,,,,0,,0,,,0
University of Phoenix-Fairfield County Campus,9,10240,Private for-profit,20,4,100,75,4640,75,4533,75,4533,0,,0,,25,320,100,7471,100,7471,0,,18794,20802,23434,20614,,20802
University of Phoenix-Harrisburg Campus,,10240,Private for-profit,60,4,93,93,5338,87,5677,87,5485,33,500,0,,13,464,93,8871,93,8871,0,,18096,20842,18041,,,20290
University of South Florida-St Petersburg,43,5820,Public,4660,22,98,91,5564,45,4451,44,4323,5,1500,80,2318,43,2780,51,8455,51,8371,1,10542,12618,8709,10445,13245,16535,17325
Arizona State University-Downtown Phoenix,47,9861,Public,10400,24,95,93,9619,37,4597,36,4362,10,1002,1,1370,90,8101,50,6330,50,5180,4,16768,13061,8557,10582,13898,16557,17514
The Art Institute of Tennessee-Nashville,42,17596,Private for-profit,991,18,98,95,6342,71,4428,71,4183,26,657,28,4003,88,1985,89,9333,89,8543,4,18525,25932,31478,25557,28912,30037,30194
Strayer University-Florida,25,15495,Private for-profit,2973,14,77,69,6638,62,3763,62,3763,0,,15,200,31,7310,31,11043,31,10800,15,486,25916,28310,29172,,,26829
American Public University System,42,6400,Private for-profit,55422,21,93,89,5356,86,5458,86,5458,0,,0,,8,581,88,8085,88,8076,0,11250,8839,8782,9301,10465,14185,9293
Dragon Rises College of Oriental Medicine,,,Private for-profit,56,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Hawaii College of Oriental Medicine,,,Private not-for-profit,11,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
Bais Medrash Toras Chesed,18,8800,Private not-for-profit,114,16,64,64,8627,39,4932,39,4814,14,325,0,,64,5613,0,,0,,0,,6073,5463,4700,7248,,4825
Visible Music College,57,22000,Private not-for-profit,118,10,68,68,2987,18,3450,18,3250,9,400,36,2125,27,2333,64,8250,64,6359,14,8825,29813,22039,0,32300,31400,21786
